,DateTime,altitude,dt,easting,northing,xprev,yprev,xprevprev,yprevprev
1114,2013-08-06 1:00,775,217.707766,-12277151.6,6635359.547,-12276421.35,6636245.071,-12273236.5,6636795.057
1115,2013-08-06 2:00,770,217.747211,-12279304.52,6634698.981,-12277151.6,6635359.547,-12276421.35,6636245.071
1116,2013-08-06 3:00,762,217.793183,-12280356.49,6634776.278,-12279304.52,6634698.981,-12277151.6,6635359.547
1117,2013-08-06 4:00,640,217.842338,-12280141.64,6634036.71,-12280356.49,6634776.278,-12279304.52,6634698.981
1118,2013-08-06 5:00,709,217.878657,-12280155,6634175.484,-12280141.64,6634036.71,-12280356.49,6634776.278
1119,2013-08-06 6:00,781,217.915266,-12280165.02,6634177.241,-12280155,6634175.484,-12280141.64,6634036.71
1120,2013-08-06 7:00,776,217.954456,-12280170.59,6634173.727,-12280165.02,6634177.241,-12280155,6634175.484
1121,2013-08-06 8:00,775,217.993657,-12280181.72,6634205.347,-12280170.59,6634173.727,-12280165.02,6634177.241
1122,2013-08-06 9:00,773,218.035868,-12280167.25,6634175.484,-12280181.72,6634205.347,-12280170.59,6634173.727
1123,2013-08-06 10:00,769,218.080451,-12280173.93,6634178.997,-12280167.25,6634175.484,-12280181.72,6634205.347
1124,2013-08-06 11:00,778,218.125093,-12280169.47,6634173.727,-12280173.93,6634178.997,-12280167.25,6634175.484
1125,2013-08-06 12:00,425,218.172917,-12280165.02,6634029.684,-12280169.47,6634173.727,-12280173.93,6634178.997
1128,2013-08-06 16:00,784,218.332755,-12280129.4,6634168.457,-12280127.17,6634170.214,-12280128.29,6634164.944
1129,2013-08-06 17:00,762,218.374907,-12279680.78,6634934.389,-12280129.4,6634168.457,-12280127.17,6634170.214
1130,2013-08-06 18:00,792,218.416481,-12273554.87,6635526.454,-12279680.78,6634934.389,-12280129.4,6634168.457
1131,2013-08-06 19:00,785,218.458044,-12273442.44,6636303.055,-12273554.87,6635526.454,-12279680.78,6634934.389
1132,2013-08-06 20:00,770,218.49978,-12276234.33,6635976.241,-12273442.44,6636303.055,-12273554.87,6635526.454
1133,2013-08-06 21:00,769,218.541563,-12276061.78,6635067.908,-12276234.33,6635976.241,-12273442.44,6636303.055
1134,2013-08-06 22:00,802,218.583565,-12269360.35,6632034.413,-12276061.78,6635067.908,-12276234.33,6635976.241
1135,2013-08-06 23:00,813,218.623808,-12268646.79,6632412.002,-12269360.35,6632034.413,-12276061.78,6635067.908
1136,2013-08-07 0:00,812,218.666991,-12268336.21,6632404.977,-12268646.79,6632412.002,-12269360.35,6632034.413
1137,2013-08-07 1:00,827,218.709907,-12266882.38,6631958.897,-12268336.21,6632404.977,-12268646.79,6632412.002
1138,2013-08-07 2:00,830,218.749259,-12266889.06,6631965.922,-12266882.38,6631958.897,-12268336.21,6632404.977
1139,2013-08-07 3:00,826,218.787639,-12265932.82,6631569.036,-12266889.06,6631965.922,-12266882.38,6631958.897
1140,2013-08-07 4:00,840,218.82537,-12267535.83,6630181.842,-12265932.82,6631569.036,-12266889.06,6631965.922
1141,2013-08-07 5:00,834,218.878484,-12267539.16,6630180.086,-12267535.83,6630181.842,-12265932.82,6631569.036
1142,2013-08-07 6:00,820,218.907118,-12267540.28,6630160.773,-12267539.16,6630180.086,-12267535.83,6630181.842
1149,2013-08-07 19:00,961,219.46088,-12274223.9,6635445.636,-12266657.51,6629230.257,-12266657.51,6629235.524
1150,2013-08-07 20:00,812,219.496111,-12271730.34,6635512.399,-12274223.9,6635445.636,-12266657.51,6629230.257
1151,2013-08-07 21:00,800,219.540856,-12272213.47,6635329.68,-12271730.34,6635512.399,-12274223.9,6635445.636
1152,2013-08-07 22:00,797,219.587905,-12272195.66,6635315.625,-12272213.47,6635329.68,-12271730.34,6635512.399
1153,2013-08-07 23:00,793,219.621505,-12272196.77,6635315.625,-12272195.66,6635315.625,-12272213.47,6635329.68
1154,2013-08-08 0:00,796,219.670926,-12272195.66,6635312.111,-12272196.77,6635315.625,-12272195.66,6635315.625
1155,2013-08-08 1:00,833,219.707639,-12266916.89,6630929.844,-12272195.66,6635312.111,-12272196.77,6635315.625
1156,2013-08-08 2:00,826,219.752801,-12265978.47,6630805.173,-12266916.89,6630929.844,-12272195.66,6635312.111
1157,2013-08-08 3:00,830,219.793125,-12266950.28,6629433.908,-12265978.47,6630805.173,-12266916.89,6630929.844
1158,2013-08-08 4:00,836,219.82522,-12266964.76,6629428.641,-12266950.28,6629433.908,-12265978.47,6630805.173
1159,2013-08-08 5:00,844,219.872627,-12266968.1,6629433.908,-12266964.76,6629428.641,-12266950.28,6629433.908
1160,2013-08-08 6:00,838,219.923634,-12266964.76,6629426.885,-12266968.1,6629433.908,-12266964.76,6629428.641
1161,2013-08-08 7:00,831,219.954919,-12266962.53,6629421.619,-12266964.76,6629426.885,-12266968.1,6629433.908
1164,2013-08-08 11:00,838,220.120741,-12266810.02,6629498.867,-12266811.14,6629502.378,-12266810.02,6629497.111
1165,2013-08-08 12:00,831,220.156979,-12266812.25,6629505.889,-12266810.02,6629498.867,-12266811.14,6629502.378
1168,2013-08-08 16:00,828,220.325833,-12266712.06,6628454.322,-12267838.61,6628278.781,-12267072.74,6628029.52
1169,2013-08-08 17:00,827,220.376262,-12264741.71,6628475.387,-12266712.06,6628454.322,-12267838.61,6628278.781
1174,2013-08-09 0:00,809,220.663738,-12260106.36,6624142.367,-12260262.21,6624530.123,-12259972.78,6625198.649
1175,2013-08-09 1:00,803,220.704884,-12258010.22,6624249.393,-12260106.36,6624142.367,-12260262.21,6624530.123
1176,2013-08-09 2:00,787,220.753148,-12257668.47,6624023.062,-12258010.22,6624249.393,-12260106.36,6624142.367
1177,2013-08-09 3:00,790,220.793935,-12257826.54,6623093.238,-12257668.47,6624023.062,-12258010.22,6624249.393
1178,2013-08-09 4:00,804,220.824815,-12257524.86,6621772.366,-12257826.54,6623093.238,-12257668.47,6624023.062
1181,2013-08-09 8:00,800,220.999051,-12257522.64,6621772.366,-12257521.52,6621770.612,-12257521.52,6621772.366
1182,2013-08-09 9:00,798,221.038287,-12257429.13,6620941.01,-12257522.64,6621772.366,-12257521.52,6621770.612
1183,2013-08-09 10:00,801,221.08015,-12257441.37,6620953.286,-12257429.13,6620941.01,-12257522.64,6621772.366
1184,2013-08-09 11:00,798,221.122292,-12257432.47,6620962.056,-12257441.37,6620953.286,-12257429.13,6620941.01
1185,2013-08-09 12:00,803,221.16853,-12257364.56,6621107.625,-12257432.47,6620962.056,-12257441.37,6620953.286
1186,2013-08-09 13:00,784,221.218681,-12256981.62,6621733.778,-12257364.56,6621107.625,-12257432.47,6620962.056
1187,2013-08-09 14:00,789,221.24419,-12257444.71,6621907.426,-12256981.62,6621733.778,-12257364.56,6621107.625
1188,2013-08-09 15:00,776,221.294491,-12257343.41,6622154.748,-12257444.71,6621907.426,-12256981.62,6621733.778
1189,2013-08-09 16:00,1070,221.343368,-12262093.42,6627715.321,-12257343.41,6622154.748,-12257444.71,6621907.426
1190,2013-08-09 17:00,804,221.374618,-12272697.71,6634460.065,-12262093.42,6627715.321,-12257343.41,6622154.748
1191,2013-08-09 18:00,764,221.41647,-12273313.31,6634224.67,-12272697.71,6634460.065,-12262093.42,6627715.321
1192,2013-08-09 19:00,817,221.451123,-12273309.97,6634210.617,-12273313.31,6634224.67,-12272697.71,6634460.065
1193,2013-08-09 20:00,770,221.500197,-12273307.74,6634210.617,-12273309.97,6634210.617,-12273313.31,6634224.67
1194,2013-08-09 21:00,906,221.541655,-12263135.37,6628442.034,-12273307.74,6634210.617,-12273309.97,6634210.617
1195,2013-08-09 22:00,841,221.583472,-12263139.82,6628449.056,-12263135.37,6628442.034,-12273307.74,6634210.617
1196,2013-08-09 23:00,784,221.624757,-12257268.83,6621740.794,-12263139.82,6628449.056,-12263135.37,6628442.034
1197,2013-08-10 0:00,13136,221.667292,-12257230.98,6621567.15,-12257268.83,6621740.794,-12263139.82,6628449.056
1198,2013-08-10 1:00,792,221.705509,-12257224.3,6621556.626,-12257230.98,6621567.15,-12257268.83,6621740.794
1199,2013-08-10 2:00,772,221.750301,-12256971.61,6621181.288,-12257224.3,6621556.626,-12257230.98,6621567.15
1200,2013-08-10 3:00,787,221.79309,-12256182.35,6622061.782,-12256971.61,6621181.288,-12257224.3,6621556.626
1201,2013-08-10 4:00,785,221.834653,-12256170.11,6622033.717,-12256182.35,6622061.782,-12256971.61,6621181.288
1206,2013-08-10 16:00,795,222.329826,-12257613.92,6622749.405,-12257618.37,6622751.159,-12257605.01,6622768.701
1207,2013-08-10 17:00,780,222.377141,-12257438.03,6622812.557,-12257613.92,6622749.405,-12257618.37,6622751.159
1208,2013-08-10 18:00,785,222.418519,-12257383.49,6623254.634,-12257438.03,6622812.557,-12257613.92,6622749.405
1209,2013-08-10 19:00,969,222.458171,-12270972.26,6630880.678,-12257383.49,6623254.634,-12257438.03,6622812.557
1210,2013-08-10 20:00,773,222.500185,-12276815.42,6630510.182,-12270972.26,6630880.678,-12257383.49,6623254.634
1211,2013-08-10 21:00,775,222.540509,-12276806.51,6630510.182,-12276815.42,6630510.182,-12270972.26,6630880.678
1212,2013-08-10 22:00,1157,222.583148,-12275782.37,6631588.353,-12276806.51,6630510.182,-12276815.42,6630510.182
1213,2013-08-10 23:00,4231,222.625394,-12262225.89,6626560.435,-12275782.37,6631588.353,-12276806.51,6630510.182
1214,2013-08-11 0:00,821,222.665949,-12261142.75,6626211.193,-12262225.89,6626560.435,-12275782.37,6631588.353
1215,2013-08-11 1:00,805,222.708438,-12260117.49,6625086.347,-12261142.75,6626211.193,-12262225.89,6626560.435
1216,2013-08-11 2:00,806,222.747708,-12258020.23,6624224.83,-12260117.49,6625086.347,-12261142.75,6626211.193
1217,2013-08-11 3:00,784,222.796806,-12257597.22,6623563.4,-12258020.23,6624224.83,-12260117.49,6625086.347
1221,2013-08-11 9:00,782,223.035764,-12257600.56,6623561.645,-12257596.11,6623549.365,-12257590.54,6623559.891
1224,2013-08-11 16:00,827,223.33985,-12260917.88,6624291.502,-12259946.06,6623987.972,-12257800.94,6624214.302
1225,2013-08-11 17:00,821,223.369306,-12261771.7,6623763.402,-12260917.88,6624291.502,-12259946.06,6623987.972
1226,2013-08-11 18:00,829,223.41419,-12263656.34,6627825.903,-12261771.7,6623763.402,-12260917.88,6624291.502
1227,2013-08-11 19:00,830,223.459109,-12263656.34,6627824.148,-12263656.34,6627825.903,-12261771.7,6623763.402
1228,2013-08-11 20:00,832,223.497303,-12263655.23,6627827.659,-12263656.34,6627824.148,-12263656.34,6627825.903
1229,2013-08-11 21:00,830,223.539757,-12263655.23,6627827.659,-12263655.23,6627827.659,-12263656.34,6627824.148
1230,2013-08-11 22:00,1230,223.58338,-12262380.62,6628140.107,-12263655.23,6627827.659,-12263655.23,6627827.659
1231,2013-08-11 23:00,825,223.625556,-12262381.73,6628138.351,-12262380.62,6628140.107,-12263655.23,6627827.659
1232,2013-08-12 0:00,824,223.667824,-12262348.34,6627934.732,-12262381.73,6628138.351,-12262380.62,6628140.107
1233,2013-08-12 1:00,825,223.707905,-12262117.91,6626986.916,-12262348.34,6627934.732,-12262381.73,6628138.351
1234,2013-08-12 2:00,824,223.747674,-12262939.44,6626625.371,-12262117.91,6626986.916,-12262348.34,6627934.732
1235,2013-08-12 3:00,826,223.792465,-12262115.68,6626305.96,-12262939.44,6626625.371,-12262117.91,6626986.916
1236,2013-08-12 4:00,819,223.826331,-12261773.93,6626309.47,-12262115.68,6626305.96,-12262939.44,6626625.371
1237,2013-08-12 5:00,857,223.876968,-12261771.7,6626332.285,-12261773.93,6626309.47,-12262115.68,6626305.96
1240,2013-08-12 9:00,842,224.031516,-12261775.04,6626314.735,-12261778.38,6626309.47,-12261778.38,6626298.94
1243,2013-08-12 16:00,812,224.328935,-12261995.45,6627432.727,-12263225.53,6628501.719,-12262892.69,6627401.134
1244,2013-08-12 17:00,783,224.370579,-12277068.11,6635282.244,-12261995.45,6627432.727,-12263225.53,6628501.719
1245,2013-08-12 18:00,754,224.41647,-12276605.02,6635273.46,-12277068.11,6635282.244,-12261995.45,6627432.727
1246,2013-08-12 19:00,816,224.458588,-12271767.08,6635081.962,-12276605.02,6635273.46,-12277068.11,6635282.244
1247,2013-08-12 20:00,839,224.500706,-12267160.68,6630957.94,-12271767.08,6635081.962,-12276605.02,6635273.46
1248,2013-08-12 21:00,1374,224.54537,-12267157.34,6630921.064,-12267160.68,6630957.94,-12271767.08,6635081.962
1249,2013-08-12 22:00,834,224.586389,-12267161.79,6630926.332,-12267157.34,6630921.064,-12267160.68,6630957.94
1250,2013-08-12 23:00,819,224.635081,-12267865.33,6630013.288,-12267161.79,6630926.332,-12267157.34,6630921.064
1251,2013-08-13 0:00,830,224.666181,-12267341.02,6629360.172,-12267865.33,6630013.288,-12267161.79,6630926.332
1252,2013-08-13 1:00,834,224.717049,-12267132.85,6628921.279,-12267341.02,6629360.172,-12267865.33,6630013.288
1253,2013-08-13 2:00,840,224.7539,-12267479.05,6629881.607,-12267132.85,6628921.279,-12267341.02,6629360.172
1254,2013-08-13 3:00,825,224.795012,-12267549.18,6630134.436,-12267479.05,6629881.607,-12267132.85,6628921.279
1255,2013-08-13 4:00,830,224.836759,-12267543.62,6630148.482,-12267549.18,6630134.436,-12267479.05,6629881.607
1256,2013-08-13 5:00,832,224.881771,-12267536.94,6630143.215,-12267543.62,6630148.482,-12267549.18,6630134.436
1257,2013-08-13 6:00,828,224.926481,-12267538.05,6630139.703,-12267536.94,6630143.215,-12267543.62,6630148.482
1262,2013-08-13 16:00,834,225.337593,-12267591.48,6628870.369,-12268551.06,6629075.766,-12268309.5,6628982.722
1263,2013-08-13 17:00,833,225.366273,-12267345.47,6629038.9,-12267591.48,6628870.369,-12268551.06,6629075.766
1266,2013-08-13 21:00,1075,225.546898,-12271179.31,6634094.679,-12271703.63,6634641.008,-12271702.51,6634648.035
1267,2013-08-13 22:00,874,225.583113,-12267102.79,6631035.202,-12271179.31,6634094.679,-12271703.63,6634641.008
1268,2013-08-13 23:00,832,225.624699,-12266115.39,6630994.815,-12267102.79,6631035.202,-12271179.31,6634094.679
1269,2013-08-14 0:00,835,225.666539,-12266117.61,6630991.303,-12266115.39,6630994.815,-12267102.79,6631035.202
1270,2013-08-14 1:00,819,225.705602,-12265680.13,6631388.161,-12266117.61,6630991.303,-12266115.39,6630994.815
1271,2013-08-14 2:00,830,225.751574,-12265894.98,6630833.267,-12265680.13,6631388.161,-12266117.61,6630991.303
1272,2013-08-14 3:00,828,225.78853,-12267364.39,6630271.388,-12265894.98,6630833.267,-12265680.13,6631388.161
1273,2013-08-14 4:00,835,225.822986,-12267620.43,6629916.722,-12267364.39,6630271.388,-12265894.98,6630833.267
1274,2013-08-14 5:00,857,225.872581,-12267622.65,6629941.302,-12267620.43,6629916.722,-12267364.39,6630271.388
1275,2013-08-14 6:00,841,225.925602,-12267617.09,6629916.722,-12267622.65,6629941.302,-12267620.43,6629916.722
1276,2013-08-14 7:00,840,225.9536,-12267617.09,6629909.699,-12267617.09,6629916.722,-12267622.65,6629941.302
1279,2013-08-14 11:00,836,226.115729,-12267615.98,6629911.454,-12267618.2,6629916.722,-12267618.2,6629916.722
1282,2013-08-14 16:00,833,226.335579,-12267947.71,6628794.882,-12267934.35,6628772.06,-12268482.04,6629727.104
1283,2013-08-14 17:00,833,226.375903,-12267947.71,6628787.86,-12267947.71,6628794.882,-12267934.35,6628772.06
1284,2013-08-14 18:00,836,226.422396,-12267946.59,6628786.104,-12267947.71,6628787.86,-12267947.71,6628794.882
1285,2013-08-14 19:00,829,226.458056,-12267942.14,6628793.126,-12267946.59,6628786.104,-12267947.71,6628787.86
1286,2013-08-14 20:00,831,226.500579,-12267916.54,6628780.838,-12267942.14,6628793.126,-12267946.59,6628786.104
1287,2013-08-14 21:00,844,226.541424,-12267578.13,6629058.211,-12267916.54,6628780.838,-12267942.14,6628793.126
1288,2013-08-14 22:00,834,226.583333,-12265974.01,6629702.524,-12267578.13,6629058.211,-12267916.54,6628780.838
1289,2013-08-14 23:00,834,226.624734,-12265976.24,6629702.524,-12265974.01,6629702.524,-12267578.13,6629058.211
1290,2013-08-15 0:00,835,226.663981,-12266359.18,6629200.412,-12265976.24,6629702.524,-12265974.01,6629702.524
1291,2013-08-15 1:00,832,226.707581,-12266090.9,6629296.97,-12266359.18,6629200.412,-12265976.24,6629702.524
1292,2013-08-15 2:00,825,226.751736,-12264317.58,6629107.366,-12266090.9,6629296.97,-12266359.18,6629200.412
1293,2013-08-15 3:00,827,226.78838,-12263237.78,6628499.963,-12264317.58,6629107.366,-12266090.9,6629296.97
1294,2013-08-15 4:00,832,226.827813,-12263236.67,6628499.963,-12263237.78,6628499.963,-12264317.58,6629107.366
1295,2013-08-15 5:00,850,226.873657,-12263227.76,6628517.518,-12263236.67,6628499.963,-12263237.78,6628499.963
1296,2013-08-15 6:00,825,226.92456,-12263242.23,6628501.719,-12263227.76,6628517.518,-12263236.67,6628499.963
1297,2013-08-15 7:00,821,226.952697,-12263240.01,6628499.963,-12263242.23,6628501.719,-12263227.76,6628517.518
1302,2013-08-15 16:00,792,227.330313,-12272027.57,6632187.202,-12263235.55,6626574.475,-12263567.29,6627478.363
1303,2013-08-15 17:00,778,227.376354,-12272075.43,6632329.458,-12272027.57,6632187.202,-12263235.55,6626574.475
1304,2013-08-15 18:00,780,227.418565,-12274996.46,6636046.522,-12272075.43,6632329.458,-12272027.57,6632187.202
1305,2013-08-15 19:00,769,227.45625,-12275020.95,6636057.065,-12274996.46,6636046.522,-12272075.43,6632329.458
1306,2013-08-15 20:00,759,227.505278,-12275504.07,6636352.254,-12275020.95,6636057.065,-12274996.46,6636046.522
1307,2013-08-15 21:00,756,227.539271,-12275501.85,6636352.254,-12275504.07,6636352.254,-12275020.95,6636057.065
1308,2013-08-15 22:00,747,227.582639,-12275614.28,6636074.635,-12275501.85,6636352.254,-12275504.07,6636352.254
1309,2013-08-15 23:00,763,227.622581,-12275651.02,6635923.53,-12275614.28,6636074.635,-12275501.85,6636352.254
1310,2013-08-16 0:00,766,227.665613,-12274704.8,6635985.026,-12275651.02,6635923.53,-12275614.28,6636074.635
1311,2013-08-16 1:00,805,227.706343,-12271344.06,6634263.317,-12274704.8,6635985.026,-12275651.02,6635923.53
1312,2013-08-16 2:00,820,227.751273,-12269423.8,6633998.065,-12271344.06,6634263.317,-12274704.8,6635985.026
1313,2013-08-16 3:00,828,227.794144,-12266381.44,6631686.695,-12269423.8,6633998.065,-12271344.06,6634263.317
1314,2013-08-16 4:00,821,227.826296,-12266385.89,6631681.426,-12266381.44,6631686.695,-12269423.8,6633998.065
1315,2013-08-16 5:00,821,227.874028,-12266378.1,6631676.158,-12266385.89,6631681.426,-12266381.44,6631686.695
1319,2013-08-16 11:00,833,228.123681,-12266378.1,6631684.939,-12266382.56,6631683.182,-12266381.44,6631677.914
1320,2013-08-16 12:00,838,228.160683,-12266372.54,6631637.524,-12266378.1,6631684.939,-12266382.56,6631683.182
1321,2013-08-16 13:00,835,228.200116,-12266102.03,6630041.38,-12266372.54,6631637.524,-12266378.1,6631684.939
1322,2013-08-16 14:00,818,228.249931,-12267497.98,6628057.605,-12266102.03,6630041.38,-12266372.54,6631637.524
1323,2013-08-16 15:00,828,228.291956,-12267895.39,6628110.266,-12267497.98,6628057.605,-12266102.03,6630041.38
1324,2013-08-16 16:00,812,228.333646,-12268396.32,6628773.816,-12267895.39,6628110.266,-12267497.98,6628057.605
1325,2013-08-16 17:00,762,228.375162,-12276246.58,6636742.341,-12268396.32,6628773.816,-12267895.39,6628110.266
1326,2013-08-16 18:00,782,228.416377,-12276824.32,6636872.374,-12276246.58,6636742.341,-12268396.32,6628773.816
1327,2013-08-16 19:00,746,228.457766,-12278009.88,6633825.919,-12276824.32,6636872.374,-12276246.58,6636742.341
1328,2013-08-16 20:00,779,228.498171,-12277452.17,6634098.192,-12278009.88,6633825.919,-12276824.32,6636872.374
1329,2013-08-16 21:00,840,228.539456,-12266432.65,6630216.958,-12277452.17,6634098.192,-12278009.88,6633825.919
1330,2013-08-16 22:00,837,228.586528,-12266437.1,6630213.447,-12266432.65,6630216.958,-12277452.17,6634098.192
1331,2013-08-16 23:00,827,228.624433,-12266440.44,6630208.179,-12266437.1,6630213.447,-12266432.65,6630216.958
1332,2013-08-17 0:00,835,228.668322,-12266595.18,6630209.935,-12266440.44,6630208.179,-12266437.1,6630213.447
1333,2013-08-17 1:00,827,228.715972,-12267297.6,6630877.166,-12266595.18,6630209.935,-12266440.44,6630208.179
1334,2013-08-17 2:00,824,228.753738,-12267295.37,6630880.678,-12267297.6,6630877.166,-12266595.18,6630209.935
1335,2013-08-17 3:00,814,228.794537,-12267379.98,6630288.946,-12267295.37,6630880.678,-12267297.6,6630877.166
1342,2013-08-17 17:00,891,229.376238,-12275766.79,6633813.623,-12277089.26,6634226.427,-12264007,6628600.024
1343,2013-08-17 18:00,747,229.416771,-12273970.09,6632011.582,-12275766.79,6633813.623,-12277089.26,6634226.427
1344,2013-08-17 19:00,780,229.457778,-12273446.89,6634848.306,-12273970.09,6632011.582,-12275766.79,6633813.623
1345,2013-08-17 20:00,821,229.5025,-12273442.44,6634846.549,-12273446.89,6634848.306,-12273970.09,6632011.582
1346,2013-08-17 21:00,762,229.54147,-12275736.73,6635719.719,-12273442.44,6634846.549,-12273446.89,6634848.306
1347,2013-08-17 22:00,2392,229.585139,-12266822.27,6629881.607,-12275736.73,6635719.719,-12273442.44,6634846.549
1348,2013-08-17 23:00,833,229.624525,-12266887.95,6629823.668,-12266822.27,6629881.607,-12275736.73,6635719.719
1349,2013-08-18 0:00,778,229.668877,-12254883.25,6621298.798,-12266887.95,6629823.668,-12266822.27,6629881.607
1350,2013-08-18 1:00,785,229.705683,-12254879.91,6621295.291,-12254883.25,6621298.798,-12266887.95,6629823.668
1351,2013-08-18 2:00,766,229.747535,-12254205.32,6621388.248,-12254879.91,6621295.291,-12254883.25,6621298.798
1352,2013-08-18 3:00,768,229.794873,-12254193.07,6621382.986,-12254205.32,6621388.248,-12254879.91,6621295.291
1353,2013-08-18 4:00,767,229.83662,-12254194.18,6621382.986,-12254193.07,6621382.986,-12254205.32,6621388.248
1356,2013-08-18 8:00,760,229.993287,-12254189.73,6621423.327,-12254187.5,6621382.986,-12254193.07,6621384.74
1359,2013-08-18 16:00,787,230.331412,-12256785.7,6620725.292,-12255828.35,6619683.611,-12254806.44,6620662.156
1360,2013-08-18 17:00,786,230.376192,-12256687.74,6620621.819,-12256785.7,6620725.292,-12255828.35,6619683.611
1361,2013-08-18 18:00,779,230.420787,-12256608.7,6620479.766,-12256687.74,6620621.819,-12256785.7,6620725.292
1362,2013-08-18 19:00,786,230.459468,-12256602.02,6620470.997,-12256608.7,6620479.766,-12256687.74,6620621.819
1363,2013-08-18 20:00,1650,230.500081,-12261544.61,6606383.044,-12256602.02,6620470.997,-12256608.7,6620479.766
1364,2013-08-18 21:00,1587,230.54147,-12281418.48,6560098.879,-12261544.61,6606383.044,-12256602.02,6620470.997
1365,2013-08-18 22:00,1629,230.58316,-12314539.37,6538648.15,-12281418.48,6560098.879,-12261544.61,6606383.044
1366,2013-08-18 23:00,762,230.624363,-12325308.41,6529673.617,-12314539.37,6538648.15,-12281418.48,6560098.879
1367,2013-08-19 0:00,766,230.667083,-12325305.07,6529671.882,-12325308.41,6529673.617,-12314539.37,6538648.15
1368,2013-08-19 1:00,764,230.710718,-12325434.21,6529441.182,-12325305.07,6529671.882,-12325308.41,6529673.617
1369,2013-08-19 2:00,757,230.754803,-12325467.6,6529446.386,-12325434.21,6529441.182,-12325305.07,6529671.882
1370,2013-08-19 3:00,760,230.794653,-12325008.96,6529288.542,-12325467.6,6529446.386,-12325434.21,6529441.182
1374,2013-08-19 16:00,762,231.326829,-12324179.63,6527781.368,-12324188.54,6527802.179,-12324698.38,6528218.403
1375,2013-08-19 17:00,1305,231.375417,-12311240.97,6509920.741,-12324179.63,6527781.368,-12324188.54,6527802.179
1376,2013-08-19 18:00,1035,231.416759,-12286929.91,6465766.363,-12311240.97,6509920.741,-12324179.63,6527781.368
1377,2013-08-19 19:00,1385,231.458681,-12296272.95,6442606.398,-12286929.91,6465766.363,-12311240.97,6509920.741
1378,2013-08-19 20:00,2232,231.500081,-12318200.66,6415063.948,-12296272.95,6442606.398,-12286929.91,6465766.363
1379,2013-08-19 21:00,1496,231.541898,-12340251.94,6377441.473,-12318200.66,6415063.948,-12296272.95,6442606.398
1380,2013-08-19 22:00,2640,231.583206,-12351781.3,6342979.862,-12340251.94,6377441.473,-12318200.66,6415063.948
1381,2013-08-19 23:00,1150,231.625451,-12345312.53,6319107.728,-12351781.3,6342979.862,-12340251.94,6377441.473
1382,2013-08-20 0:00,1132,231.664271,-12346136.29,6316540.217,-12345312.53,6319107.728,-12351781.3,6342979.862
1383,2013-08-20 1:00,1128,231.708796,-12346269.87,6316437.059,-12346136.29,6316540.217,-12345312.53,6319107.728
1384,2013-08-20 2:00,1132,231.754213,-12346473.59,6316171.56,-12346269.87,6316437.059,-12346136.29,6316540.217
1385,2013-08-20 3:00,1125,231.786806,-12346478.04,6316171.56,-12346473.59,6316171.56,-12346269.87,6316437.059
1386,2013-08-20 4:00,1130,231.824641,-12346468.02,6316180.015,-12346478.04,6316171.56,-12346473.59,6316171.56
1387,2013-08-20 5:00,1111,231.878866,-12346476.93,6316185.088,-12346468.02,6316180.015,-12346478.04,6316171.56
1388,2013-08-20 6:00,1113,231.909479,-12346470.25,6316173.251,-12346476.93,6316185.088,-12346468.02,6316180.015
1391,2013-08-20 10:00,1100,232.078125,-12346480.27,6315495.168,-12346472.48,6315479.95,-12346576,6316217.219
1394,2013-08-20 16:00,1041,232.334606,-12348067.68,6315129.939,-12348063.23,6315123.175,-12348064.34,6315123.175
1395,2013-08-20 17:00,1098,232.371921,-12348130.02,6315180.664,-12348067.68,6315129.939,-12348063.23,6315123.175
1396,2013-08-20 18:00,1103,232.414456,-12347974.18,6315187.428,-12348130.02,6315180.664,-12348067.68,6315129.939
1397,2013-08-20 19:00,1601,232.458519,-12359467.91,6297074.101,-12347974.18,6315187.428,-12348130.02,6315180.664
1398,2013-08-20 20:00,1042,232.500289,-12385968.63,6270272.381,-12359467.91,6297074.101,-12347974.18,6315187.428
1399,2013-08-20 21:00,2579,232.541563,-12393435.94,6240155.225,-12385968.63,6270272.381,-12359467.91,6297074.101
1400,2013-08-20 22:00,2106,232.583241,-12412558.4,6182656.257,-12393435.94,6240155.225,-12385968.63,6270272.381
1401,2013-08-20 23:00,1211,232.624873,-12412257.84,6180257.661,-12412558.4,6182656.257,-12393435.94,6240155.225
1402,2013-08-21 0:00,1967,232.66647,-12385310.73,6144072.142,-12412257.84,6180257.661,-12412558.4,6182656.257
1403,2013-08-21 1:00,1178,232.707118,-12385609.07,6127033.615,-12385310.73,6144072.142,-12412257.84,6180257.661
1404,2013-08-21 2:00,1194,232.749919,-12386583.11,6128495.908,-12385609.07,6127033.615,-12385310.73,6144072.142
1405,2013-08-21 3:00,1203,232.795532,-12386730.06,6132190.791,-12386583.11,6128495.908,-12385609.07,6127033.615
1406,2013-08-21 4:00,1205,232.829317,-12386724.49,6132192.446,-12386730.06,6132190.791,-12386583.11,6128495.908
1407,2013-08-21 5:00,1210,232.879815,-12386724.49,6132192.446,-12386724.49,6132192.446,-12386730.06,6132190.791
1408,2013-08-21 6:00,1203,232.907731,-12386725.6,6132179.206,-12386724.49,6132192.446,-12386724.49,6132192.446
1409,2013-08-21 7:00,1204,232.967176,-12386731.17,6132194.101,-12386725.6,6132179.206,-12386724.49,6132192.446
1410,2013-08-21 8:00,1208,232.997905,-12386732.28,6132189.136,-12386731.17,6132194.101,-12386725.6,6132179.206
