,DateTime,altitude,dt,easting,northing,xprev,yprev,xprevprev,yprevprev
2741,2013-11-02 13:00,1083,306.206944,-11368195.68,2991815.315,-11368181.21,2992393.161,-11368175.64,2992391.928
2742,2013-11-02 14:00,1082,306.253542,-11368384.92,2991361.925,-11368195.68,2991815.315,-11368181.21,2992393.161
2745,2013-11-02 18:00,1087,306.416042,-11366494.72,2990989.86,-11368344.85,2991337.285,-11368354.86,2991324.965
2746,2013-11-02 19:00,1092,306.458634,-11365983.76,2990809.991,-11366494.72,2990989.86,-11368344.85,2991337.285
2747,2013-11-02 20:00,1112,306.499745,-11366002.68,2991037.908,-11365983.76,2990809.991,-11366494.72,2990989.86
2748,2013-11-02 21:00,1078,306.539549,-11365863.53,2991291.7,-11366002.68,2991037.908,-11365983.76,2990809.991
2749,2013-11-02 22:00,1087,306.583785,-11365942.57,2991249.812,-11365863.53,2991291.7,-11366002.68,2991037.908
2750,2013-11-02 23:00,1083,306.625405,-11364912.87,2989941.475,-11365942.57,2991249.812,-11365863.53,2991291.7
2751,2013-11-03 0:00,1084,306.667546,-11365790.06,2991248.58,-11364912.87,2989941.475,-11365942.57,2991249.812
2752,2013-11-03 1:00,1080,306.711933,-11365790.06,2991892.935,-11365790.06,2991248.58,-11364912.87,2989941.475
2753,2013-11-03 2:00,1069,306.747176,-11365785.61,2991889.238,-11365790.06,2991892.935,-11365790.06,2991248.58
2760,2013-11-03 15:00,1087,307.29772,-11366056.12,2990665.851,-11366055,2990667.083,-11365985.99,2990806.295
2761,2013-11-03 16:00,1091,307.339144,-11365988.21,2990807.527,-11366056.12,2990665.851,-11366055,2990667.083
2762,2013-11-03 17:00,1087,307.374606,-11365831.25,2991228.868,-11365988.21,2990807.527,-11366056.12,2990665.851
2763,2013-11-03 18:00,1083,307.413924,-11365833.48,2991223.94,-11365831.25,2991228.868,-11365988.21,2990807.527
2764,2013-11-03 19:00,1166,307.458299,-11367229.42,2990291.339,-11365833.48,2991223.94,-11365831.25,2991228.868
2765,2013-11-03 20:00,1093,307.499884,-11364940.7,2991223.94,-11367229.42,2990291.339,-11365833.48,2991223.94
2766,2013-11-03 21:00,1097,307.541505,-11365347.01,2991061.316,-11364940.7,2991223.94,-11367229.42,2990291.339
2767,2013-11-03 22:00,1091,307.586019,-11365451.65,2991019.428,-11365347.01,2991061.316,-11364940.7,2991223.94
2768,2013-11-03 23:00,1084,307.623611,-11366669.49,2991211.62,-11365451.65,2991019.428,-11365347.01,2991061.316
2769,2013-11-04 0:00,1064,307.669433,-11366296.57,2990667.083,-11366669.49,2991211.62,-11365451.65,2991019.428
2770,2013-11-04 1:00,1081,307.706933,-11366540.36,2989872.489,-11366296.57,2990667.083,-11366669.49,2991211.62
2771,2013-11-04 2:00,1081,307.754954,-11366540.36,2989871.257,-11366540.36,2989872.489,-11366296.57,2990667.083
2772,2013-11-04 3:00,1082,307.783391,-11366539.24,2989871.257,-11366540.36,2989871.257,-11366540.36,2989872.489
2777,2013-11-04 11:00,1087,308.128981,-11366543.7,2989846.619,-11366528.11,2989860.17,-11366542.58,2989847.851
2778,2013-11-04 12:00,1087,308.168495,-11366542.58,2989847.851,-11366543.7,2989846.619,-11366528.11,2989860.17
2779,2013-11-04 13:00,1092,308.207604,-11365992.66,2990803.831,-11366542.58,2989847.851,-11366543.7,2989846.619
2780,2013-11-04 14:00,1086,308.251354,-11365614.18,2990996.02,-11365992.66,2990803.831,-11366542.58,2989847.851
2781,2013-11-04 15:00,1104,308.29816,-11365981.53,2990803.831,-11365614.18,2990996.02,-11365992.66,2990803.831
2784,2013-11-04 19:00,1087,308.454144,-11365414.92,2991306.484,-11365763.35,2991216.548,-11365988.21,2990808.759
2785,2013-11-04 20:00,1086,308.499688,-11365348.13,2991057.62,-11365414.92,2991306.484,-11365763.35,2991216.548
2786,2013-11-04 21:00,1108,308.541447,-11365989.33,2990807.527,-11365348.13,2991057.62,-11365414.92,2991306.484
2787,2013-11-04 22:00,1094,308.582766,-11365988.21,2990803.831,-11365989.33,2990807.527,-11365348.13,2991057.62
2788,2013-11-04 23:00,1092,308.625775,-11365991.55,2990806.295,-11365988.21,2990803.831,-11365989.33,2990807.527
2789,2013-11-05 0:00,1097,308.665058,-11366139.61,2990601.789,-11365991.55,2990806.295,-11365988.21,2990803.831
2790,2013-11-05 1:00,1081,308.703947,-11366118.46,2991907.719,-11366139.61,2990601.789,-11365991.55,2990806.295
2791,2013-11-05 2:00,1078,308.745046,-11366108.44,2991910.184,-11366118.46,2991907.719,-11366139.61,2990601.789
2799,2013-11-05 18:00,1320,309.419618,-11364892.83,2991591.082,-11365989.33,2990803.831,-11366958.92,2992350.037
2800,2013-11-05 19:00,1305,309.45816,-11366967.82,2990652.299,-11364892.83,2991591.082,-11365989.33,2990803.831
2801,2013-11-05 20:00,1269,309.499815,-11365226.79,2991858.437,-11366967.82,2990652.299,-11364892.83,2991591.082
2802,2013-11-05 21:00,5271,309.541597,-11364941.81,2991225.172,-11365226.79,2991858.437,-11366967.82,2990652.299
2803,2013-11-05 22:00,1148,309.582963,-11366240.91,2990563.598,-11364941.81,2991225.172,-11365226.79,2991858.437
2804,2013-11-05 23:00,1200,309.624641,-11365568.54,2991881.846,-11366240.91,2990563.598,-11364941.81,2991225.172
2805,2013-11-06 0:00,1081,309.669109,-11365653.14,2991814.083,-11365568.54,2991881.846,-11366240.91,2990563.598
2806,2013-11-06 1:00,1075,309.702928,-11365739.97,2991846.116,-11365653.14,2991814.083,-11365568.54,2991881.846
2807,2013-11-06 2:00,1071,309.753634,-11365741.08,2991846.116,-11365739.97,2991846.116,-11365653.14,2991814.083
2808,2013-11-06 3:00,1078,309.78184,-11365742.2,2991846.116,-11365741.08,2991846.116,-11365739.97,2991846.116
2811,2013-11-06 7:00,1089,309.94978,-11365742.2,2991848.58,-11365738.86,2991844.884,-11365745.54,2991849.813
2814,2013-11-06 16:00,1099,310.333322,-11365988.21,2990806.295,-11365249.05,2991169.731,-11365197.84,2991180.819
2815,2013-11-06 17:00,1084,310.373762,-11365384.86,2990446.563,-11365988.21,2990806.295,-11365249.05,2991169.731
2816,2013-11-06 18:00,1279,310.4164,-11366523.66,2992670.387,-11365384.86,2990446.563,-11365988.21,2990806.295
2817,2013-11-06 19:00,1086,310.458877,-11367770.44,2992878.617,-11366523.66,2992670.387,-11365384.86,2990446.563
2818,2013-11-06 20:00,1081,310.498611,-11367798.27,2992819.475,-11367770.44,2992878.617,-11366523.66,2992670.387
2819,2013-11-06 21:00,1089,310.538507,-11367793.81,2992821.939,-11367798.27,2992819.475,-11367770.44,2992878.617
2820,2013-11-06 22:00,1097,310.586215,-11367770.44,2992884.778,-11367793.81,2992821.939,-11367798.27,2992819.475
2821,2013-11-06 23:00,1073,310.624132,-11367881.76,2992980.886,-11367770.44,2992884.778,-11367793.81,2992821.939
2822,2013-11-07 0:00,1083,310.661782,-11367771.55,2992879.85,-11367881.76,2992980.886,-11367770.44,2992884.778
2823,2013-11-07 1:00,1089,310.708438,-11366523.66,2994894.542,-11367771.55,2992879.85,-11367881.76,2992980.886
2824,2013-11-07 2:00,1070,310.74956,-11366520.32,2994894.542,-11366523.66,2994894.542,-11367771.55,2992879.85
2827,2013-11-07 7:00,1084,310.960301,-11366519.21,2994894.542,-11366519.21,2994893.31,-11366516.98,2994893.31
2828,2013-11-07 8:00,1083,310.99941,-11366520.32,2994895.774,-11366519.21,2994894.542,-11366519.21,2994893.31
2829,2013-11-07 9:00,1086,311.042014,-11366522.55,2994893.31,-11366520.32,2994895.774,-11366519.21,2994894.542
2830,2013-11-07 10:00,1086,311.084109,-11366519.21,2994894.542,-11366522.55,2994893.31,-11366520.32,2994895.774
2831,2013-11-07 11:00,1097,311.128935,-11366519.21,2994893.31,-11366519.21,2994894.542,-11366522.55,2994893.31
2832,2013-11-07 12:00,1094,311.173657,-11366515.87,2994893.31,-11366519.21,2994893.31,-11366519.21,2994894.542
2833,2013-11-07 13:00,1088,311.208657,-11365654.25,2991466.647,-11366515.87,2994893.31,-11366519.21,2994893.31
2834,2013-11-07 14:00,1106,311.256655,-11365988.21,2990808.759,-11365654.25,2991466.647,-11366515.87,2994893.31
2835,2013-11-07 15:00,1098,311.281771,-11365990.44,2990811.223,-11365988.21,2990808.759,-11365654.25,2991466.647
2836,2013-11-07 16:00,1119,311.327292,-11365990.44,2990798.903,-11365990.44,2990811.223,-11365988.21,2990808.759
2837,2013-11-07 17:00,1096,311.379144,-11366184.13,2991044.068,-11365990.44,2990798.903,-11365990.44,2990811.223
2838,2013-11-07 18:00,1091,311.411921,-11366184.13,2991046.532,-11366184.13,2991044.068,-11365990.44,2990798.903
2839,2013-11-07 19:00,1092,311.454537,-11365989.33,2991586.154,-11366184.13,2991046.532,-11366184.13,2991044.068
2840,2013-11-07 20:00,1085,311.502986,-11365841.27,2991768.497,-11365989.33,2991586.154,-11366184.13,2991046.532
2841,2013-11-07 21:00,1088,311.541076,-11365043.11,2991782.049,-11365841.27,2991768.497,-11365989.33,2991586.154
2842,2013-11-07 22:00,1078,311.583877,-11365088.75,2992014.909,-11365043.11,2991782.049,-11365841.27,2991768.497
2843,2013-11-07 23:00,1079,311.626296,-11365341.45,2992536.085,-11365088.75,2992014.909,-11365043.11,2991782.049
2844,2013-11-08 0:00,1077,311.67037,-11365338.11,2992532.389,-11365341.45,2992536.085,-11365088.75,2992014.909
2845,2013-11-08 1:00,1090,311.707222,-11365368.16,2992557.031,-11365338.11,2992532.389,-11365341.45,2992536.085
2846,2013-11-08 2:00,1083,311.748032,-11365368.16,2992558.263,-11365368.16,2992557.031,-11365338.11,2992532.389
2849,2013-11-08 6:00,1090,311.912199,-11365367.05,2992554.567,-11365365.94,2992559.496,-11365367.05,2992564.424
2850,2013-11-08 7:00,1085,311.948507,-11365365.94,2992559.496,-11365367.05,2992554.567,-11365365.94,2992559.496
2854,2013-11-08 17:00,1079,312.365718,-11365574.1,2990984.932,-11365561.86,2990972.612,-11366199.72,2990722.521
2855,2013-11-08 18:00,1103,312.419016,-11366732.94,2990492.145,-11365574.1,2990984.932,-11365561.86,2990972.612
2856,2013-11-08 19:00,1239,312.461979,-11363898.75,2987782.109,-11366732.94,2990492.145,-11365574.1,2990984.932
2857,2013-11-08 20:00,1100,312.499896,-11365990.44,2990806.295,-11363898.75,2987782.109,-11366732.94,2990492.145
2858,2013-11-08 21:00,1091,312.542338,-11365991.55,2990807.527,-11365990.44,2990806.295,-11363898.75,2987782.109
2859,2013-11-08 22:00,1070,312.585648,-11367443.16,2990333.225,-11365991.55,2990807.527,-11365990.44,2990806.295
2860,2013-11-08 23:00,1098,312.627245,-11367043.52,2990381.271,-11367443.16,2990333.225,-11365991.55,2990807.527
2861,2013-11-09 0:00,1083,312.669699,-11366030.51,2991727.839,-11367043.52,2990381.271,-11367443.16,2990333.225
2862,2013-11-09 1:00,1066,312.706644,-11365935.89,2992181.24,-11366030.51,2991727.839,-11367043.52,2990381.271
2863,2013-11-09 2:00,1084,312.757338,-11365941.46,2992175.08,-11365935.89,2992181.24,-11366030.51,2991727.839
2866,2013-11-09 15:00,1095,313.282477,-11366648.34,2989165.398,-11366651.68,2989162.934,-11365980.42,2990807.527
2867,2013-11-09 16:00,1083,313.336065,-11366002.68,2990812.455,-11366648.34,2989165.398,-11366651.68,2989162.934
2868,2013-11-09 17:00,1082,313.376019,-11365778.93,2990849.414,-11366002.68,2990812.455,-11366648.34,2989165.398
2869,2013-11-09 18:00,1101,313.413819,-11365350.35,2991058.852,-11365778.93,2990849.414,-11366002.68,2990812.455
2870,2013-11-09 19:00,1483,313.458125,-11369212.02,2992555.799,-11365350.35,2991058.852,-11365778.93,2990849.414
2871,2013-11-09 20:00,1087,313.500787,-11367434.25,2990430.548,-11369212.02,2992555.799,-11365350.35,2991058.852
2872,2013-11-09 21:00,1342,313.541736,-11367576.74,2989392.057,-11367434.25,2990430.548,-11369212.02,2992555.799
2873,2013-11-09 22:00,1085,313.582986,-11365171.13,2993510.721,-11367576.74,2989392.057,-11367434.25,2990430.548
2874,2013-11-09 23:00,1411,313.622454,-11365172.24,2993513.185,-11365171.13,2993510.721,-11367576.74,2989392.057
2875,2013-11-10 0:00,1079,313.668275,-11365172.24,2993508.257,-11365172.24,2993513.185,-11365171.13,2993510.721
2876,2013-11-10 1:00,1089,313.710787,-11365284.67,2994811.978,-11365172.24,2993508.257,-11365172.24,2993513.185
2877,2013-11-10 2:00,1090,313.747581,-11365282.45,2994805.816,-11365284.67,2994811.978,-11365172.24,2993508.257
2882,2013-11-10 10:00,1081,314.084063,-11365285.79,2994810.745,-11365280.22,2994807.048,-11365280.22,2994807.048
2883,2013-11-10 11:00,1095,314.126424,-11365279.11,2994805.816,-11365285.79,2994810.745,-11365280.22,2994807.048
2884,2013-11-10 12:00,1090,314.168947,-11365282.45,2994805.816,-11365279.11,2994805.816,-11365285.79,2994810.745
2885,2013-11-10 13:00,1085,314.204491,-11365274.65,2994697.374,-11365282.45,2994805.816,-11365279.11,2994805.816
2886,2013-11-10 14:00,1096,314.248623,-11366051.66,2991005.876,-11365274.65,2994697.374,-11365282.45,2994805.816
2887,2013-11-10 15:00,1087,314.292419,-11365448.31,2991010.804,-11366051.66,2991005.876,-11365274.65,2994697.374
2888,2013-11-10 16:00,1107,314.34316,-11365560.75,2990976.308,-11365448.31,2991010.804,-11366051.66,2991005.876
2889,2013-11-10 17:00,1089,314.366956,-11365886.91,2990851.878,-11365560.75,2990976.308,-11365448.31,2991010.804
2890,2013-11-10 18:00,1280,314.423414,-11365233.47,2989484.447,-11365886.91,2990851.878,-11365560.75,2990976.308
2891,2013-11-10 19:00,1114,314.458137,-11365658.71,2989429.013,-11365233.47,2989484.447,-11365886.91,2990851.878
2892,2013-11-10 20:00,1110,314.499005,-11365132.17,2988256.33,-11365658.71,2989429.013,-11365233.47,2989484.447
2893,2013-11-10 21:00,1160,314.541771,-11364979.66,2991527.017,-11365132.17,2988256.33,-11365658.71,2989429.013
2894,2013-11-10 22:00,1167,314.583542,-11366390.08,2991968.091,-11364979.66,2991527.017,-11365132.17,2988256.33
2895,2013-11-10 23:00,1085,314.625683,-11367228.31,2990582.078,-11366390.08,2991968.091,-11364979.66,2991527.017
2896,2013-11-11 0:00,1084,314.667037,-11366365.59,2988560.578,-11367228.31,2990582.078,-11366390.08,2991968.091
2897,2013-11-11 1:00,1082,314.712975,-11366530.34,2988298.21,-11366365.59,2988560.578,-11367228.31,2990582.078
2898,2013-11-11 2:00,1084,314.749803,-11366531.45,2988298.21,-11366530.34,2988298.21,-11366365.59,2988560.578
2902,2013-11-11 9:00,1065,315.034201,-11366522.55,2988295.746,-11366531.45,2988299.441,-11366530.34,2988299.441
2903,2013-11-11 10:00,1073,315.073356,-11366530.34,2988296.978,-11366522.55,2988295.746,-11366531.45,2988299.441
2904,2013-11-11 11:00,1086,315.115243,-11366530.34,2988298.21,-11366530.34,2988296.978,-11366522.55,2988295.746
2905,2013-11-11 12:00,1109,315.157083,-11366523.66,2988298.21,-11366530.34,2988298.21,-11366530.34,2988296.978
2906,2013-11-11 13:00,1089,315.199051,-11366960.03,2988957.219,-11366523.66,2988298.21,-11366530.34,2988298.21
2907,2013-11-11 14:00,1092,315.244063,-11365988.21,2990808.759,-11366960.03,2988957.219,-11366523.66,2988298.21
2908,2013-11-11 15:00,1085,315.288021,-11366539.24,2991177.123,-11365988.21,2990808.759,-11366960.03,2988957.219
2909,2013-11-11 16:00,1087,315.333819,-11366540.36,2991175.891,-11366539.24,2991177.123,-11365988.21,2990808.759
2910,2013-11-11 17:00,1085,315.379259,-11366854.28,2991424.758,-11366540.36,2991175.891,-11366539.24,2991177.123
2911,2013-11-11 18:00,1089,315.419942,-11366853.16,2991427.222,-11366854.28,2991424.758,-11366540.36,2991175.891
2912,2013-11-11 19:00,1088,315.450914,-11366854.28,2991424.758,-11366853.16,2991427.222,-11366854.28,2991424.758
2913,2013-11-11 20:00,1163,315.500694,-11369110.72,2991397.654,-11366854.28,2991424.758,-11366853.16,2991427.222
2914,2013-11-11 21:00,1081,315.546053,-11366341.09,2991555.353,-11369110.72,2991397.654,-11366854.28,2991424.758
2915,2013-11-11 22:00,1081,315.587755,-11366295.45,2991496.216,-11366341.09,2991555.353,-11369110.72,2991397.654
2916,2013-11-11 23:00,1080,315.621377,-11366479.13,2991416.134,-11366295.45,2991496.216,-11366341.09,2991555.353
2917,2013-11-12 0:00,1075,315.669572,-11366529.22,2991385.334,-11366479.13,2991416.134,-11366295.45,2991496.216
2918,2013-11-12 1:00,1079,315.710231,-11366226.44,2991772.193,-11366529.22,2991385.334,-11366479.13,2991416.134
2919,2013-11-12 2:00,1081,315.742697,-11366228.66,2991772.193,-11366226.44,2991772.193,-11366529.22,2991385.334
2920,2013-11-12 3:00,1081,315.783588,-11366224.21,2991768.497,-11366228.66,2991772.193,-11366226.44,2991772.193
2921,2013-11-12 4:00,1076,315.839896,-11366221.98,2991766.033,-11366224.21,2991768.497,-11366228.66,2991772.193
2937,2013-11-13 14:00,1100,317.244884,-11366001.57,2990809.991,-11366519.21,2988285.892,-11366519.21,2988283.429
2938,2013-11-13 15:00,1100,317.28559,-11365997.12,2990808.759,-11366001.57,2990809.991,-11366519.21,2988285.892
2939,2013-11-13 16:00,1096,317.327627,-11365985.99,2990806.295,-11365997.12,2990808.759,-11366001.57,2990809.991
2940,2013-11-13 17:00,1095,317.366933,-11365985.99,2990801.367,-11365985.99,2990806.295,-11365997.12,2990808.759
2943,2013-11-13 22:00,1366,317.575729,-11366889.9,2994199.535,-11365202.3,2991502.376,-11365992.66,2990801.367
2944,2013-11-13 23:00,1083,317.630451,-11364947.37,2991226.404,-11366889.9,2994199.535,-11365202.3,2991502.376
2945,2013-11-14 0:00,1078,317.670046,-11365989.33,2990805.063,-11364947.37,2991226.404,-11366889.9,2994199.535
2946,2013-11-14 1:00,1078,317.714097,-11365754.44,2991905.255,-11365989.33,2990805.063,-11364947.37,2991226.404
2947,2013-11-14 2:00,1078,317.758796,-11365762.23,2991913.88,-11365754.44,2991905.255,-11365989.33,2990805.063
2948,2013-11-14 3:00,1077,317.782731,-11365758.89,2991913.88,-11365762.23,2991913.88,-11365754.44,2991905.255
2949,2013-11-14 4:00,1088,317.830856,-11365758.89,2991912.648,-11365758.89,2991913.88,-11365762.23,2991913.88
2950,2013-11-14 5:00,1080,317.881181,-11365761.12,2991913.88,-11365758.89,2991912.648,-11365758.89,2991913.88
2955,2013-11-14 17:00,1449,318.371331,-11369609.44,2993420.771,-11365333.65,2986854.651,-11365191.16,2987163.797
2956,2013-11-14 18:00,1085,318.421389,-11367643.53,2992808.385,-11369609.44,2993420.771,-11365333.65,2986854.651
2957,2013-11-14 19:00,1088,318.457211,-11365988.21,2990807.527,-11367643.53,2992808.385,-11369609.44,2993420.771
2958,2013-11-14 20:00,1141,318.499537,-11366929.98,2990044.955,-11365988.21,2990807.527,-11367643.53,2992808.385
2959,2013-11-14 21:00,1089,318.544051,-11365963.72,2990447.795,-11366929.98,2990044.955,-11365988.21,2990807.527
2960,2013-11-14 22:00,5654,318.586678,-11367050.2,2990381.271,-11365963.72,2990447.795,-11366929.98,2990044.955
2961,2013-11-14 23:00,1090,318.623785,-11365985.99,2990807.527,-11367050.2,2990381.271,-11365963.72,2990447.795
2962,2013-11-15 0:00,1060,318.664479,-11366016.04,2991467.879,-11365985.99,2990807.527,-11367050.2,2990381.271
2963,2013-11-15 1:00,1080,318.708044,-11365816.78,2991873.222,-11366016.04,2991467.879,-11365985.99,2990807.527
2964,2013-11-15 2:00,1072,318.744583,-11365810.1,2991868.293,-11365816.78,2991873.222,-11366016.04,2991467.879
2965,2013-11-15 3:00,1081,318.787002,-11365815.67,2991865.829,-11365810.1,2991868.293,-11365816.78,2991873.222
2968,2013-11-15 7:00,1077,318.949375,-11365821.23,2991876.918,-11365814.55,2991870.758,-11365816.78,2991871.99
2972,2013-11-15 17:00,1177,319.380069,-11366098.42,2989930.388,-11365991.55,2990800.135,-11365488.39,2991352.069
2973,2013-11-15 18:00,1090,319.416377,-11365244.6,2991100.739,-11366098.42,2989930.388,-11365991.55,2990800.135
2974,2013-11-15 19:00,1096,319.457778,-11364939.58,2991219.012,-11365244.6,2991100.739,-11366098.42,2989930.388
2975,2013-11-15 20:00,1287,319.499803,-11365967.06,2990513.088,-11364939.58,2991219.012,-11365244.6,2991100.739
2976,2013-11-15 21:00,1090,319.54191,-11365987.1,2990802.599,-11365967.06,2990513.088,-11364939.58,2991219.012
2977,2013-11-15 22:00,1098,319.582569,-11366080.61,2989871.257,-11365987.1,2990802.599,-11365967.06,2990513.088
